id,brewery_id,latitude,longitude,accuracy
560,598,49.2705,-123.1360,RANGE_INTERPOLATED
561,599,42.6793,-89.0498,RANGE_INTERPOLATED
562,600,39.5349,-119.7540,RANGE_INTERPOLATED
563,601,61.5816,-149.4390,RANGE_INTERPOLATED
564,602,43.0745,-89.3802,ROOFTOP
565,603,43.0177,-89.4232,ROOFTOP
566,604,39.7539,-104.9890,ROOFTOP
567,605,41.4844,-81.7042,RANGE_INTERPOLATED
568,606,39.6042,-105.9480,APPROXIMATE
569,607,44.9467,-93.0970,ROOFTOP
570,608,44.5189,-88.0196,ROOFTOP
571,609,33.1360,-117.2250,ROOFTOP
572,610,44.9398,-93.1568,RANGE_INTERPOLATED
573,611,44.0344,-73.1735,ROOFTOP
574,612,52.2410,0.7157,GEOMETRIC_CENTER
575,613,35.7721,-78.6386,APPROXIMATE
576,614,38.2382,-122.0400,APPROXIMATE
577,615,42.2805,-83.7490,RANGE_INTERPOLATED
578,616,52.2081,6.8163,GEOMETRIC_CENTER
579,617,43.0081,-89.7383,ROOFTOP
580,618,19.4270,-99.1276,APPROXIMATE
581,619,50.8109,5.9213,RANGE_INTERPOLATED
582,620,52.3795,4.6377,APPROXIMATE
583,621,48.1391,11.5802,APPROXIMATE
584,622,45.4901,-122.6430,RANGE_INTERPOLATED
585,623,47.6592,-122.3660,ROOFTOP
586,624,37.4903,-122.4350,APPROXIMATE
587,625,35.6083,-77.3732,ROOFTOP
588,626,54.1744,-1.4844,GEOMETRIC_CENTER
589,627,50.9889,-1.4989,APPROXIMATE
590,628,51.1913,6.4421,APPROXIMATE
591,629,60.2945,5.2592,RANGE_INTERPOLATED
592,630,50.7290,4.2971,RANGE_INTERPOLATED
593,631,20.7592,-156.4570,APPROXIMATE
594,632,43.3871,-87.8795,RANGE_INTERPOLATED
595,633,47.2436,-122.4370,ROOFTOP
596,634,42.3465,-71.0338,ROOFTOP
597,635,43.5130,-72.4015,ROOFTOP
598,636,40.4962,-74.4441,RANGE_INTERPOLATED
599,637,50.8742,0.0167,RANGE_INTERPOLATED
600,638,56.1531,-3.8006,APPROXIMATE
601,639,51.8439,10.7533,ROOFTOP
602,640,51.2261,6.7745,ROOFTOP
603,641,43.2165,-123.3420,APPROXIMATE
604,642,40.5853,-105.0840,APPROXIMATE
605,643,40.7323,-73.9874,APPROXIMATE
606,644,39.7392,-104.9850,APPROXIMATE
607,645,39.9653,-74.3118,APPROXIMATE
609,649,47.5077,8.7302,ROOFTOP
610,650,49.8920,10.8853,ROOFTOP
611,651,45.7458,-87.0560,RANGE_INTERPOLATED
612,652,44.9518,-89.6657,RANGE_INTERPOLATED
613,653,44.9491,-93.2885,ROOFTOP
614,655,32.3096,-106.7930,ROOFTOP
615,656,43.1646,-77.6155,ROOFTOP
616,657,41.0016,-74.3403,RANGE_INTERPOLATED
617,658,35.5716,-82.4991,RANGE_INTERPOLATED
618,659,47.5132,10.2790,ROOFTOP
619,660,37.5665,126.9780,APPROXIMATE
620,661,50.3949,9.7724,ROOFTOP
621,662,49.0125,8.4264,ROOFTOP
622,663,47.6942,13.0784,ROOFTOP
623,664,47.8691,12.6505,ROOFTOP
624,665,32.9618,-96.8292,APPROXIMATE
625,666,32.8030,-96.7699,APPROXIMATE
626,667,49.1672,12.6399,RANGE_INTERPOLATED
627,668,53.5621,9.9451,ROOFTOP
628,669,38.9911,-77.0237,ROOFTOP
629,670,51.9966,-1.4922,GEOMETRIC_CENTER
630,672,40.6215,-111.8660,ROOFTOP
631,673,41.0247,-81.4676,ROOFTOP
632,674,38.5551,-121.4300,ROOFTOP
633,675,39.7187,-104.9500,ROOFTOP
634,676,43.7594,-87.7228,ROOFTOP
635,677,37.6770,-121.8980,ROOFTOP
636,678,45.4969,-122.6350,ROOFTOP
637,679,37.6345,-120.9820,ROOFTOP
638,680,42.2626,-71.8023,APPROXIMATE
639,681,51.2615,9.4494,GEOMETRIC_CENTER
640,682,39.6403,-106.3740,APPROXIMATE
641,683,39.2651,-84.3799,RANGE_INTERPOLATED
642,684,-33.2175,151.4260,GEOMETRIC_CENTER
643,685,51.2026,3.2242,RANGE_INTERPOLATED
644,686,40.8700,-124.0870,RANGE_INTERPOLATED
645,687,51.1007,3.6934,RANGE_INTERPOLATED
646,688,43.4666,-112.0340,APPROXIMATE
647,689,40.4787,-88.9946,RANGE_INTERPOLATED
648,690,50.8865,4.7069,RANGE_INTERPOLATED
649,691,39.9526,-75.1594,ROOFTOP
650,692,30.2131,-97.7358,ROOFTOP
651,693,35.6675,-117.8740,ROOFTOP
652,694,13.6998,-89.1832,GEOMETRIC_CENTER
653,696,56.4174,-3.4779,GEOMETRIC_CENTER
654,697,53.4863,-6.1680,APPROXIMATE
655,698,40.4610,-79.9653,ROOFTOP
656,699,39.6834,-75.7467,ROOFTOP
657,700,39.7450,-75.5561,RANGE_INTERPOLATED
658,701,37.9860,-122.5840,ROOFTOP
659,598,34.3960,-119.5210,RANGE_INTERPOLATED
660,703,56.4907,-4.2026,APPROXIMATE
661,704,47.5300,-122.0370,ROOFTOP
662,705,42.4145,-76.5315,RANGE_INTERPOLATED
663,706,38.7563,-120.6790,ROOFTOP
664,707,37.5441,-121.9880,ROOFTOP
665,708,44.9449,-91.3968,RANGE_INTERPOLATED
666,709,41.2328,-96.0825,RANGE_INTERPOLATED
667,710,45.0039,-93.2502,ROOFTOP
668,711,39.3722,-104.8560,APPROXIMATE
669,712,46.5015,-87.6790,RANGE_INTERPOLATED
670,713,54.6649,-3.3634,APPROXIMATE
671,714,53.5757,7.9003,APPROXIMATE
672,715,37.5665,126.9780,APPROXIMATE
673,716,40.5549,-74.2771,RANGE_INTERPOLATED
674,717,41.2540,-95.9993,APPROXIMATE
675,718,40.1707,-76.3838,RANGE_INTERPOLATED
676,719,42.3037,-71.3966,ROOFTOP
677,720,42.3724,-71.1193,ROOFTOP
678,721,39.7458,-75.5467,APPROXIMATE
679,722,50.7298,4.5080,GEOMETRIC_CENTER
680,723,42.3375,-83.8895,ROOFTOP
681,724,39.9529,-74.2010,APPROXIMATE
682,725,43.0519,-89.4737,RANGE_INTERPOLATED
683,726,33.9533,-117.3960,APPROXIMATE
684,727,53.5412,-2.1734,APPROXIMATE
685,728,49.6283,11.5498,ROOFTOP
686,729,49.9043,10.8524,ROOFTOP
687,730,42.2949,-85.5788,ROOFTOP
688,731,32.8969,-117.2010,ROOFTOP
689,732,45.4956,15.5331,GEOMETRIC_CENTER
690,733,49.8904,10.9056,ROOFTOP
691,734,44.5236,-89.5746,APPROXIMATE
692,736,38.4405,-122.7140,APPROXIMATE
693,737,38.0317,-84.4951,APPROXIMATE
694,738,-1.2833,36.8167,APPROXIMATE
695,739,46.5958,-112.0270,APPROXIMATE
696,740,51.0638,-0.3270,APPROXIMATE
697,743,50.9193,3.9666,RANGE_INTERPOLATED
698,744,52.0910,14.6509,ROOFTOP
699,745,49.0144,12.0750,ROOFTOP
700,746,49.8891,10.8870,ROOFTOP
701,747,51.5314,6.7418,ROOFTOP
702,748,48.1826,11.2522,ROOFTOP
703,749,50.3216,7.5862,ROOFTOP
704,750,47.9262,9.4204,ROOFTOP
705,751,19.6420,-155.9960,RANGE_INTERPOLATED
707,754,41.0323,-74.6407,GEOMETRIC_CENTER
708,755,44.5617,-72.5984,APPROXIMATE
709,756,42.5278,-83.0472,RANGE_INTERPOLATED
710,757,50.1060,11.4442,ROOFTOP
711,758,50.1077,11.4530,APPROXIMATE
712,759,32.8409,-117.2740,ROOFTOP
713,760,33.8575,-117.8760,APPROXIMATE
714,761,44.6598,-63.5997,RANGE_INTERPOLATED
715,762,42.9778,-81.2467,RANGE_INTERPOLATED
716,763,48.3917,-122.4950,ROOFTOP
717,764,40.4194,-86.8900,ROOFTOP
718,765,38.2724,-122.6620,ROOFTOP
719,766,43.1706,-89.9324,RANGE_INTERPOLATED
720,767,44.2829,-73.9813,ROOFTOP
721,768,46.7611,-92.1319,RANGE_INTERPOLATED
722,769,43.0547,-87.9053,ROOFTOP
723,771,40.0438,-76.2984,ROOFTOP
724,772,54.8229,-1.7457,APPROXIMATE
725,773,48.0140,-115.0110,RANGE_INTERPOLATED
726,774,40.3212,-79.3795,APPROXIMATE
727,775,48.3003,-116.5380,ROOFTOP
728,776,30.3764,-89.4497,ROOFTOP
729,777,45.5181,-73.5642,RANGE_INTERPOLATED
730,778,33.4577,-117.5890,ROOFTOP
731,779,40.1587,-105.1130,RANGE_INTERPOLATED
732,780,40.3256,-75.9283,RANGE_INTERPOLATED
733,781,44.5534,-88.0977,ROOFTOP
734,782,33.4484,-112.0740,APPROXIMATE
735,783,46.5977,-112.0370,ROOFTOP
736,784,33.7187,-78.8831,RANGE_INTERPOLATED
737,785,50.5208,8.8166,APPROXIMATE
738,786,50.9649,3.4220,RANGE_INTERPOLATED
739,787,45.0565,-92.8222,APPROXIMATE
740,788,48.4358,-123.3960,RANGE_INTERPOLATED
741,789,45.7786,-111.1790,APPROXIMATE
742,790,-39.6275,176.8540,ROOFTOP
743,791,38.7548,-9.1883,APPROXIMATE
744,792,41.2557,-75.8583,RANGE_INTERPOLATED
745,793,-33.8687,151.2170,APPROXIMATE
746,794,39.1456,-84.4741,ROOFTOP
747,795,39.1836,-96.5717,APPROXIMATE
748,796,-32.0597,115.7450,ROOFTOP
749,797,30.2541,-97.7055,ROOFTOP
750,798,45.9172,-89.2443,APPROXIMATE
751,799,49.6206,14.3837,APPROXIMATE
752,800,44.8516,-90.3165,APPROXIMATE
753,801,43.5882,-72.6563,APPROXIMATE
754,802,40.7843,-74.7800,RANGE_INTERPOLATED
755,803,40.8032,-124.1650,ROOFTOP
756,805,43.7379,-79.5714,APPROXIMATE
757,806,47.3642,8.5245,ROOFTOP
758,807,56.1073,-3.7528,APPROXIMATE
759,808,41.0677,-85.1524,RANGE_INTERPOLATED
760,809,41.3145,-81.8357,APPROXIMATE
761,810,40.8790,-123.9930,ROOFTOP
762,811,40.8786,-123.9920,RANGE_INTERPOLATED
763,812,44.4284,-73.2131,ROOFTOP
764,813,37.7702,-122.4450,RANGE_INTERPOLATED
765,814,45.5001,-122.4310,RANGE_INTERPOLATED
766,815,37.5430,-77.4691,APPROXIMATE
767,816,33.8835,-117.5650,RANGE_INTERPOLATED
768,817,32.8030,-96.7699,APPROXIMATE
769,818,36.1755,-115.1450,ROOFTOP
770,819,49.8928,10.9131,ROOFTOP
771,820,-33.8867,151.1740,RANGE_INTERPOLATED
772,821,43.2167,-87.9240,RANGE_INTERPOLATED
773,822,37.6484,-118.9830,RANGE_INTERPOLATED
774,823,40.0236,-75.2202,ROOFTOP
775,824,33.8844,-118.4110,ROOFTOP
776,825,35.0928,-106.6470,ROOFTOP
777,826,30.3617,-81.6966,APPROXIMATE
778,827,37.9479,-122.5110,RANGE_INTERPOLATED
779,828,49.2055,-122.9780,RANGE_INTERPOLATED
780,829,47.6637,-122.3770,ROOFTOP
781,830,46.5431,-87.3929,RANGE_INTERPOLATED
782,831,36.1520,-95.9647,RANGE_INTERPOLATED
783,832,51.3175,9.4793,ROOFTOP
784,833,40.4234,-78.4339,APPROXIMATE
785,834,35.0707,-78.9545,RANGE_INTERPOLATED
786,835,-32.0232,115.7540,ROOFTOP
787,836,20.9721,-156.6770,ROOFTOP
788,837,41.6432,-83.5384,ROOFTOP
789,838,40.1989,-98.0673,RANGE_INTERPOLATED
790,839,39.0534,-94.5919,RANGE_INTERPOLATED
791,840,30.4181,-87.2024,ROOFTOP
792,841,39.8658,-75.5442,RANGE_INTERPOLATED
793,842,47.8774,-122.2110,RANGE_INTERPOLATED
794,843,51.7975,-0.0806,RANGE_INTERPOLATED
795,844,51.4899,0.0380,RANGE_INTERPOLATED
796,845,47.6308,9.8889,ROOFTOP
797,846,19.7060,-155.0690,ROOFTOP
798,847,38.9734,-123.1160,RANGE_INTERPOLATED
799,848,43.0831,-73.7846,APPROXIMATE
800,849,39.1326,-123.2010,RANGE_INTERPOLATED
801,850,42.6728,-70.8440,ROOFTOP
802,851,41.9750,-87.6740,ROOFTOP
803,852,42.2249,-121.7820,APPROXIMATE
804,853,42.6616,-84.1946,ROOFTOP
805,854,42.2872,-87.9538,ROOFTOP
806,855,43.0389,-87.9065,APPROXIMATE
807,856,51.1028,4.7269,RANGE_INTERPOLATED
808,857,43.0508,-76.1617,ROOFTOP
809,858,61.1473,-149.8440,ROOFTOP
810,860,35.3000,-106.5510,APPROXIMATE
811,861,46.0697,-118.3360,RANGE_INTERPOLATED
812,862,39.6120,-105.0190,ROOFTOP
813,863,43.0445,-87.9626,ROOFTOP
814,864,42.0855,-88.1411,RANGE_INTERPOLATED
815,865,41.7972,-91.8652,RANGE_INTERPOLATED
816,866,42.9945,-71.4674,ROOFTOP
817,867,43.0334,-87.9093,ROOFTOP
818,868,42.6001,-89.6422,RANGE_INTERPOLATED
819,869,44.9732,-93.2479,ROOFTOP
820,870,44.9442,-93.0861,APPROXIMATE
821,871,45.8722,-89.7097,RANGE_INTERPOLATED
822,872,41.6931,-86.1818,RANGE_INTERPOLATED
823,873,49.1323,-122.3430,RANGE_INTERPOLATED
824,874,40.6870,-73.7080,GEOMETRIC_CENTER
825,875,38.5657,-109.5500,RANGE_INTERPOLATED
826,876,35.2156,-111.5900,RANGE_INTERPOLATED
827,877,47.4123,9.7443,ROOFTOP
828,878,43.6706,-79.3824,ROOFTOP
829,879,45.7822,-108.5060,RANGE_INTERPOLATED
830,880,36.1286,-115.1710,APPROXIMATE
831,881,-42.4505,171.2070,GEOMETRIC_CENTER
832,882,32.0810,-81.0915,RANGE_INTERPOLATED
833,883,38.4980,-122.7800,APPROXIMATE
834,884,53.7864,-2.2694,RANGE_INTERPOLATED
835,885,61.1902,-149.8690,ROOFTOP
836,886,45.2567,-66.0960,RANGE_INTERPOLATED
837,887,45.2578,-66.0984,RANGE_INTERPOLATED
838,888,43.5907,-89.7939,RANGE_INTERPOLATED
839,889,55.0167,-1.4925,GEOMETRIC_CENTER
840,890,51.6701,-1.2850,APPROXIMATE
841,891,40.0190,-105.2750,ROOFTOP
842,892,38.0941,-122.5570,ROOFTOP
843,893,38.1074,-122.5700,APPROXIMATE
844,894,34.4686,-114.3410,ROOFTOP
845,895,40.5843,-98.3912,RANGE_INTERPOLATED
846,896,-40.7658,172.7050,GEOMETRIC_CENTER
847,897,16.7779,96.1679,GEOMETRIC_CENTER
848,899,40.3978,-105.0750,APPROXIMATE
849,900,-22.5589,17.0825,APPROXIMATE
850,901,41.1339,-96.0307,RANGE_INTERPOLATED
851,902,49.4884,-117.2900,RANGE_INTERPOLATED
852,903,52.0810,0.6559,GEOMETRIC_CENTER
853,904,38.3281,-85.8171,ROOFTOP
854,905,40.5929,-105.0700,RANGE_INTERPOLATED
855,906,42.3587,-71.0574,APPROXIMATE
856,907,42.8171,-89.6306,ROOFTOP
857,908,42.7900,-86.1041,ROOFTOP
858,909,33.9089,-84.3056,RANGE_INTERPOLATED
859,910,40.1857,-75.4516,APPROXIMATE
860,912,43.0893,-79.1100,RANGE_INTERPOLATED
861,913,45.9222,-88.2518,APPROXIMATE
862,915,44.0569,-123.1100,ROOFTOP
863,916,39.9502,-75.1666,ROOFTOP
864,917,45.5235,-122.6760,APPROXIMATE
865,918,58.5366,15.0373,APPROXIMATE
866,919,39.4466,-123.8060,ROOFTOP
867,920,41.0638,-80.0556,ROOFTOP
868,921,47.6815,-122.2090,APPROXIMATE
869,922,44.7776,-91.4433,RANGE_INTERPOLATED
870,924,38.8058,-90.7532,ROOFTOP
871,925,44.9458,-93.1670,RANGE_INTERPOLATED
872,926,42.0884,-87.9806,APPROXIMATE
873,928,45.5539,-94.1703,APPROXIMATE
874,929,34.8661,-111.7960,RANGE_INTERPOLATED
875,930,39.6150,-86.0901,RANGE_INTERPOLATED
876,931,52.5758,-0.2480,RANGE_INTERPOLATED
877,932,40.0150,-105.2710,APPROXIMATE
878,933,40.0150,-105.2710,APPROXIMATE
879,934,43.1117,-88.4993,APPROXIMATE
880,935,40.5894,-105.0630,ROOFTOP
881,936,33.2029,-117.2550,RANGE_INTERPOLATED
882,937,41.1828,-80.7654,APPROXIMATE
883,938,50.2613,-119.2770,RANGE_INTERPOLATED
884,939,30.2767,-97.7463,ROOFTOP
885,940,39.1540,-75.4884,RANGE_INTERPOLATED
886,941,42.1682,-85.8497,RANGE_INTERPOLATED
887,942,42.0248,-93.6147,ROOFTOP
888,943,42.2936,-85.5778,GEOMETRIC_CENTER
889,944,39.0472,-84.5599,APPROXIMATE
890,945,32.7153,-117.1570,APPROXIMATE
891,946,42.1865,-88.1835,ROOFTOP
892,947,43.0389,-87.9065,APPROXIMATE
893,948,48.7596,-122.4880,APPROXIMATE
894,949,44.6365,-123.1060,APPROXIMATE
895,950,44.5613,-123.2610,ROOFTOP
896,952,40.3532,-74.0747,ROOFTOP
897,953,59.0697,-3.3135,APPROXIMATE
898,954,28.5265,-81.3827,ROOFTOP
899,955,44.4284,-73.2131,ROOFTOP
900,956,40.2246,-105.2680,RANGE_INTERPOLATED
901,957,55.7558,37.6176,APPROXIMATE
902,958,48.2133,16.3229,ROOFTOP
903,959,44.0197,-73.1693,ROOFTOP
904,960,40.8098,-77.9101,RANGE_INTERPOLATED
905,961,60.3810,25.1102,GEOMETRIC_CENTER
906,962,41.1475,-85.1168,APPROXIMATE
907,963,29.4300,-98.4900,APPROXIMATE
908,964,32.7978,-117.2400,APPROXIMATE
909,965,37.8016,-122.2740,RANGE_INTERPOLATED
910,966,47.5143,-122.3530,ROOFTOP
911,967,50.9953,4.2835,RANGE_INTERPOLATED
912,968,32.8017,-79.9455,RANGE_INTERPOLATED
913,969,43.1467,-75.1779,APPROXIMATE
914,970,42.2012,-72.6104,ROOFTOP
915,971,40.4960,-111.4200,RANGE_INTERPOLATED
916,972,48.1391,11.5802,APPROXIMATE
917,973,43.8344,-91.2362,ROOFTOP
918,974,45.2152,-123.9700,ROOFTOP
919,975,40.4569,-79.9915,ROOFTOP
920,976,42.8368,-71.6626,RANGE_INTERPOLATED
921,977,40.4569,-79.9915,ROOFTOP
922,978,29.5761,-98.4772,ROOFTOP
923,979,34.9251,-95.7253,GEOMETRIC_CENTER
924,980,33.9176,-117.2600,ROOFTOP
925,981,39.9827,-75.1275,ROOFTOP
926,982,-20.2738,57.4971,GEOMETRIC_CENTER
927,983,41.9104,-87.6761,ROOFTOP
928,984,47.6081,-122.3400,ROOFTOP
929,985,35.1315,-79.4295,APPROXIMATE
930,986,33.7268,-111.8530,RANGE_INTERPOLATED
931,987,39.7369,-104.9910,RANGE_INTERPOLATED
932,988,42.0038,21.4522,APPROXIMATE
933,990,50.2094,15.8326,APPROXIMATE
934,993,50.0355,15.7620,ROOFTOP
935,994,50.0878,14.4205,APPROXIMATE
936,995,49.1911,16.5918,ROOFTOP
937,996,47.8809,18.1972,ROOFTOP
938,997,49.9225,14.6361,ROOFTOP
939,998,50.0685,14.4067,ROOFTOP
940,999,59.9390,30.3158,APPROXIMATE
941,1000,41.9455,-88.4507,ROOFTOP
942,1001,32.9908,-117.2720,ROOFTOP
943,1002,37.2283,-77.3903,GEOMETRIC_CENTER
944,1003,40.6954,-99.0812,RANGE_INTERPOLATED
945,1004,37.6645,-121.8730,ROOFTOP
946,1005,49.7466,13.3861,ROOFTOP
947,1007,35.1814,136.9060,APPROXIMATE
948,1008,38.8814,-94.8191,APPROXIMATE
949,1009,33.1406,-117.1500,APPROXIMATE
950,1010,43.3872,-87.8756,APPROXIMATE
951,1011,40.3341,-75.0120,RANGE_INTERPOLATED
952,1012,45.5415,-122.7130,ROOFTOP
953,1013,43.0781,-70.7575,RANGE_INTERPOLATED
954,1014,42.0347,-88.2819,ROOFTOP
955,1015,34.5420,-112.4700,ROOFTOP
956,1016,60.4877,9.1885,APPROXIMATE
957,1017,49.6747,8.9250,APPROXIMATE
958,1018,51.1833,6.4993,ROOFTOP
959,1019,48.3153,11.8911,ROOFTOP
960,1020,51.2292,6.7925,ROOFTOP
961,1021,50.9465,6.9563,ROOFTOP
962,1023,48.9175,11.8735,ROOFTOP
963,1024,49.8851,10.8823,ROOFTOP
964,1025,39.6282,-106.0470,ROOFTOP
965,1026,43.6615,-70.2553,APPROXIMATE
966,1027,40.1688,-105.1020,ROOFTOP
967,1028,43.6011,-89.7937,APPROXIMATE
968,1029,47.5917,-122.3350,ROOFTOP
969,1029,37.8806,-122.3000,ROOFTOP
970,1031,47.5924,-122.3340,RANGE_INTERPOLATED
971,1032,36.0663,120.3830,APPROXIMATE
972,1033,33.4905,-79.1160,GEOMETRIC_CENTER
973,1034,49.2673,-123.1030,RANGE_INTERPOLATED
974,1035,45.4856,-122.7540,ROOFTOP
975,1036,41.5841,-93.6296,ROOFTOP
976,1037,51.1148,13.9150,RANGE_INTERPOLATED
977,1038,32.7366,-97.3274,ROOFTOP
978,1039,45.0851,-87.6544,ROOFTOP
979,1040,61.2181,-149.9000,APPROXIMATE
980,1041,41.1151,-74.1470,RANGE_INTERPOLATED
981,1042,42.8320,-88.7140,ROOFTOP
982,1043,51.3723,-2.8773,APPROXIMATE
983,1044,30.1130,-98.4156,RANGE_INTERPOLATED
984,1045,33.6864,-117.6600,APPROXIMATE
985,1046,33.0370,-117.2920,APPROXIMATE
986,1047,45.1913,-109.2470,RANGE_INTERPOLATED
987,1048,36.0613,-79.5695,ROOFTOP
988,1049,40.3044,-79.5471,ROOFTOP
989,1050,40.0187,-105.2790,ROOFTOP
990,1051,47.6062,-122.3320,APPROXIMATE
991,1052,43.0117,-88.2315,APPROXIMATE
992,1053,48.0708,11.5311,ROOFTOP
993,1054,41.9234,-87.6982,ROOFTOP
994,1055,37.5356,-77.4338,ROOFTOP
995,1056,51.5462,-1.1355,RANGE_INTERPOLATED
996,1057,33.4148,-111.9090,APPROXIMATE
997,1058,40.3688,-74.9477,ROOFTOP
998,1059,41.8500,-87.6501,APPROXIMATE
999,1060,40.6380,-111.6900,APPROXIMATE
1000,1061,40.4465,-79.7642,ROOFTOP
1001,1062,44.5693,-72.6034,ROOFTOP
1002,1063,41.8915,-87.6284,ROOFTOP
1003,1064,39.7472,-104.9950,RANGE_INTERPOLATED
1004,1065,43.0399,-87.9117,ROOFTOP
1005,1066,44.9765,-93.2747,ROOFTOP
1006,1067,37.2886,-121.9330,ROOFTOP
1007,1068,39.5678,-104.8740,ROOFTOP
1008,1069,41.4623,-81.8560,ROOFTOP
1009,1070,39.4091,-104.8700,ROOFTOP
1010,1071,42.7875,-86.1089,APPROXIMATE
1011,1072,44.6202,-124.0520,ROOFTOP
1012,1073,51.4421,4.9232,RANGE_INTERPOLATED
1013,1074,37.2869,-121.9460,ROOFTOP
1014,1075,45.5118,-122.6590,ROOFTOP
1015,1076,37.9871,-122.5890,APPROXIMATE
1016,1077,43.3178,-88.3790,APPROXIMATE
1017,1078,38.6470,-90.2250,APPROXIMATE
1018,1079,32.7890,-96.7989,APPROXIMATE
1019,1080,44.0291,-88.1629,RANGE_INTERPOLATED
1020,1081,39.9390,-77.6566,RANGE_INTERPOLATED
1021,1082,38.5731,-121.4810,ROOFTOP
1022,1083,47.6855,9.2080,ROOFTOP
1023,1084,44.8902,-92.6378,RANGE_INTERPOLATED
1024,706,49.1482,-122.8620,RANGE_INTERPOLATED
1025,1086,38.4418,-122.7120,ROOFTOP
1026,1087,41.3879,2.1699,APPROXIMATE
1027,1088,51.4736,-3.1790,GEOMETRIC_CENTER
1028,1089,12.9683,77.6570,APPROXIMATE
1029,1090,38.6191,-121.4000,RANGE_INTERPOLATED
1030,1091,29.8123,-95.4675,RANGE_INTERPOLATED
1031,1092,38.6330,-90.2100,ROOFTOP
1032,1093,28.1646,-82.7717,ROOFTOP
1033,1094,59.3014,24.6679,RANGE_INTERPOLATED
1034,1095,29.4241,-98.4936,APPROXIMATE
1035,1096,52.7069,-2.7870,RANGE_INTERPOLATED
1036,1097,40.7626,-111.8950,RANGE_INTERPOLATED
1037,1098,21.3069,-157.8580,APPROXIMATE
1038,1099,53.8834,-1.2625,GEOMETRIC_CENTER
1039,1100,32.7922,-117.0990,ROOFTOP
1040,1101,33.1345,-117.1910,ROOFTOP
1041,1102,14.5833,120.9670,APPROXIMATE
1042,1103,44.2929,-90.8511,RANGE_INTERPOLATED
1043,1104,39.7557,-104.9930,RANGE_INTERPOLATED
1044,1105,44.8007,-106.9560,RANGE_INTERPOLATED
1045,1106,34.4166,-119.6960,ROOFTOP
1046,1107,36.9741,-122.0310,APPROXIMATE
1047,1108,35.5966,-106.0520,ROOFTOP
1048,1109,38.4405,-122.7140,APPROXIMATE
1049,1111,52.5435,-2.1156,APPROXIMATE
1050,1112,45.4207,-122.6710,APPROXIMATE
1052,1113,-34.1855,150.6070,APPROXIMATE
1053,1114,50.0224,10.8300,ROOFTOP
1054,1115,47.9904,13.9238,ROOFTOP
1055,1116,47.4097,9.7514,ROOFTOP
1056,1118,32.8030,-96.7699,APPROXIMATE
1057,1119,37.9669,-121.7830,RANGE_INTERPOLATED
1058,1120,48.0040,9.6584,ROOFTOP
1059,1121,45.1279,-76.1300,RANGE_INTERPOLATED
1060,1122,40.8918,-76.7975,APPROXIMATE
1061,1123,55.9465,-3.2485,RANGE_INTERPOLATED
1062,1124,47.9975,-122.2140,RANGE_INTERPOLATED
1063,1125,44.7974,-68.7700,RANGE_INTERPOLATED
1064,1126,36.9676,-122.0080,ROOFTOP
1065,1127,35.6631,-105.9660,RANGE_INTERPOLATED
1066,1128,40.8010,-76.8614,ROOFTOP
1067,1129,36.7582,-119.8020,ROOFTOP
1068,1130,49.1487,-122.9120,APPROXIMATE
1069,1131,20.8947,-156.4700,APPROXIMATE
1070,1132,51.3169,0.8921,RANGE_INTERPOLATED
1071,1133,44.9133,-93.5033,APPROXIMATE
1072,1134,40.5684,-75.0954,ROOFTOP
1073,1135,45.0495,-87.2802,RANGE_INTERPOLATED
1074,1136,43.6619,-70.2489,RANGE_INTERPOLATED
1075,1137,37.7749,-122.4190,APPROXIMATE
1076,1138,37.7481,-122.4190,RANGE_INTERPOLATED
1077,1139,44.9763,-85.2104,ROOFTOP
1078,1140,8.4841,-13.2287,APPROXIMATE
1079,1141,25.6811,-100.3630,RANGE_INTERPOLATED
1080,1142,39.7246,-121.8160,ROOFTOP
1081,1143,44.7220,-123.9180,RANGE_INTERPOLATED
1082,1144,64.9583,-147.6220,ROOFTOP
1083,1145,38.5243,-122.4970,RANGE_INTERPOLATED
1084,1146,47.5814,9.9191,APPROXIMATE
1085,1147,43.5500,-96.7003,APPROXIMATE
1086,1148,40.9491,-124.1020,RANGE_INTERPOLATED
1087,1149,40.6740,-74.0118,ROOFTOP
1088,901,37.2440,-107.8790,ROOFTOP
1089,1151,48.4192,-122.3350,ROOFTOP
1090,1152,18.8800,72.9400,APPROXIMATE
1091,1153,44.7403,-88.4448,APPROXIMATE
1092,1154,43.4870,-80.2068,RANGE_INTERPOLATED
1093,1155,61.2196,-149.8960,RANGE_INTERPOLATED
1094,1156,59.8544,17.6627,ROOFTOP
1095,1157,40.1298,-75.5499,ROOFTOP
1096,1158,40.1943,-75.5340,RANGE_INTERPOLATED
1097,1159,35.9657,-83.9181,ROOFTOP
1098,1160,43.0325,-70.7948,RANGE_INTERPOLATED
1099,1161,43.4768,-110.7650,RANGE_INTERPOLATED
1100,1162,46.3284,-120.0080,ROOFTOP
1101,1163,37.9841,-120.3820,APPROXIMATE
1102,1164,43.6326,-116.2750,ROOFTOP
1103,1165,34.0701,-106.8930,ROOFTOP
1104,1166,33.7268,-111.8530,RANGE_INTERPOLATED
1105,1167,-34.9111,138.5750,ROOFTOP
1106,1168,39.7323,-76.4496,RANGE_INTERPOLATED
1107,1169,46.5872,-90.8921,ROOFTOP
1108,1170,40.8903,-72.3927,ROOFTOP
